!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	R_UMPK	M_atp_c	0.4738	mM	R00158	C00002
Michaelis constant	R_mannanSYN	M_atp_c	0.08098	mM		C00002
Michaelis constant	R_AASAD1	M_atp_c	0.1002	mM		C00002
Michaelis constant	R_HSK	M_atp_c	0.7632	mM	R01771	C00002
Michaelis constant	R_aicarSYN	M_atp_c	0.08462	mM		C00002
Michaelis constant	R_ARGSSr	M_atp_c	0.1013	mM	R01954	C00002
Michaelis constant	R_gmpSYN	M_atp_c	0.2412	mM	R01231	C00002
Michaelis constant	R_NDPK2	M_atp_c	0.1766	mM	R00156	C00002
Michaelis constant	R_PPCK	M_atp_c	0.4883	mM	R00341	C00002
Michaelis constant	R_ASNS1	M_atp_c	0.2496	mM	R00578	C00002
Michaelis constant	R_ATPtm_H	M_atp_c	0.1003	mM		C00002
Michaelis constant	R_PYK	M_atp_c	0.2486	mM	R00200	C00002
Michaelis constant	R_ATPPRT	M_atp_c	0.9889	mM	R01071	C00002
Michaelis constant	R_GLNS	M_atp_c	0.08253	mM		C00002
Michaelis constant	R_zymstSYN	M_atp_c	0.07728	mM		C00002
Michaelis constant	R_ACGKm	M_atp_m	0.06485	mM	R02649	C00002
Michaelis constant	R_ATPS3m	M_atp_m	0.07756	mM		C00002
Michaelis constant	R_NADHKm	M_atp_m	0.08078	mM	R00105	C00002
Michaelis constant	R_ADK1m	M_atp_m	0.1011	mM		C00002
Michaelis constant	R_NADKm	M_atp_m	0.08073	mM	R00104	C00002
Michaelis constant	R_ATPtm_H	M_atp_m	0.09967	mM		C00002
Michaelis constant	R_SUCOAS1m	M_atp_m	0.1016	mM	R00405	C00002
Michaelis constant	R_ACSm	M_atp_m	0.1011	mM	R00235	C00002
Michaelis constant	R_MCITDm	M_b124tc_m	0.09944	mM	R03444	C04002
Michaelis constant	R_HACNHm	M_b124tc_m	0.1005	mM	R04371	C04002
Michaelis constant	R_OCBTi	M_cbp_c	0.08097	mM		C00169
Michaelis constant	R_CBPS	M_cbp_c	0.2983	mM	R00575	C00169
Michaelis constant	R_ANS	M_chor_c	0.03483	mM	R00986	C00251
Michaelis constant	R_CHORM	M_chor_c	0.5069	mM	R01715	C00251
Michaelis constant	R_CHORS	M_chor_c	0.1063	mM	R01714	C00251
Michaelis constant	R_CITtcm	M_cit_c	0.1004	mM		C00158
Michaelis constant	R_CSc	M_cit_c	0.001029	mM	R00351	C00158
Michaelis constant	R_CITtam	M_cit_c	0.1005	mM		C00158
Michaelis constant	R_ACONT	M_cit_c	1.319	mM	R01324	C00158
Michaelis constant	R_CITttm	M_cit_c	0.0884	mM		C00158
Michaelis constant	R_CITtcm	M_cit_m	0.09958	mM		C00158
Michaelis constant	R_CSm	M_cit_m	0.1138	mM		C00158
Michaelis constant	R_CITtam	M_cit_m	0.09947	mM		C00158
Michaelis constant	R_ACONTm	M_cit_m	0.09741	mM	R01324	C00158
Michaelis constant	R_CITttm	M_cit_m	0.1131	mM		C00158
Michaelis constant	R_OCBTi	M_citr_L_c	0.1235	mM		C00327
Michaelis constant	R_ARGSSr	M_citr_L_c	0.03735	mM	R01954	C00327
Michaelis constant	R_biomass	M_cmp_c	0.4974	mM		C00055
Michaelis constant	R_cmpSYN	M_cmp_c	0.1337	mM		C00055
Michaelis constant	R_dcmpSYN	M_cmp_c	0.1238	mM		C00055
Michaelis constant	R_CO2t	M_co2_c	0.1081	mM		C00011
Michaelis constant	R_peSYN	M_co2_c	0.09986	mM		C00011
Michaelis constant	R_OMCDC	M_co2_c	0.09969	mM	R01652	C00011
Michaelis constant	R_FDH	M_co2_c	43.91	mM	R00519	C00011
Michaelis constant	R_IGPS	M_co2_c	0.04412	mM	R03508	C00011
Michaelis constant	R_CO2tm	M_co2_c	0.1256	mM		C00011
Michaelis constant	R_HCO3E	M_co2_c	0.07353	mM		C00011
Michaelis constant	R_PPND2	M_co2_c	0.1107	mM	R01730	C00011
Michaelis constant	R_PYRDC	M_co2_c	0.1846	mM	R00224	C00011
Michaelis constant	R_PPNDH	M_co2_c	0.09478	mM	R01373	C00011
Michaelis constant	R_ICDHy	M_co2_c	0.7411	mM	R00267	C00011
Michaelis constant	R_aicarSYN	M_co2_c	0.08462	mM		C00011
Michaelis constant	R_PPCK	M_co2_c	3.001	mM	R00341	C00011
Michaelis constant	R_zymstSYN	M_co2_c	0.1294	mM		C00011
Michaelis constant	R_GND	M_co2_c	40.95	mM	R01528	C00011
Michaelis constant	R_CO2t	M_co2_e	0.09247	mM		C00011
Michaelis constant	R_EX_co2_e	M_co2_e	0.1537	mM	R00197	C00011
Michaelis constant	R_PDHm	M_co2_m	0.1597	mM	R00209	C00011
Michaelis constant	R_ACHBSm	M_co2_m	0.08049	mM	R08648	C00011
Michaelis constant	R_CO2tm	M_co2_m	0.07965	mM		C00011
Michaelis constant	R_OXAGm	M_co2_m	0.0996	mM		C00011
Michaelis constant	R_HCO3Em	M_co2_m	0.07691	mM		C00011
Michaelis constant	R_ICDHxm	M_co2_m	0.1037	mM	R00709	C00011
Michaelis constant	R_ME1m	M_co2_m	0.4819	mM	R00214	C00011
Michaelis constant	R_ACLSm	M_co2_m	0.08312	mM	R00006	C00011
Michaelis constant	R_AKGDam	M_co2_m	0.1262	mM	R01197	C00011
Michaelis constant	R_ICDHym	M_co2_m	0.1281	mM	R00267	C00011
Michaelis constant	R_HSERTA	M_coa_c	0.3784	mM	R01776	C00010
Michaelis constant	R_ACS	M_coa_c	0.1381	mM	R00235	C00010
Michaelis constant	R_IPPS	M_coa_c	0.2727	mM	R01213	C00010
Michaelis constant	R_CSc	M_coa_c	2.171	mM	R00351	C00010
Michaelis constant	R_HCITS	M_coa_c	0.0975	mM	R00271	C00010
Michaelis constant	R_triglycSYN	M_coa_c	0.08716	mM		C00010
Michaelis constant	R_paSYN	M_coa_c	0.08705	mM		C00010
Michaelis constant	R_MALS	M_coa_c	0.1769	mM	R00472	C00010
Michaelis constant	R_zymstSYN	M_coa_c	0.1294	mM		C00010
Michaelis constant	R_PDHm	M_coa_m	0.06262	mM	R00209	C00010
Michaelis constant	R_CSm	M_coa_m	0.1138	mM		C00010
Michaelis constant	R_ACOAHm	M_coa_m	0.1706	mM	R00227	C00010
Michaelis constant	R_AKGDam	M_coa_m	0.07924	mM	R01197	C00010
Michaelis constant	R_SUCOAS1m	M_coa_m	0.1016	mM	R00405	C00010
Michaelis constant	R_ACSm	M_coa_m	0.1011	mM	R00235	C00010
Michaelis constant	R_biomass	M_cys_L_c	0.4974	mM		C00097
Michaelis constant	R_CYSTGL	M_cys_L_c	0.1597	mM		C00097
Michaelis constant	R_CYSTGL	M_cyst_L_c	0.06263	mM		C02291
Michaelis constant	R_CYSTS	M_cyst_L_c	0.08367	mM	R01290	C02291
Michaelis constant	R_dampSYN	M_damp_c	0.08077	mM		C00360
Michaelis constant	R_dtmpSYN	M_dcmp_c	0.1147	mM		C00239
Michaelis constant	R_dcmpSYN	M_dcmp_c	0.08077	mM		C00239
Michaelis constant	R_dgmpSYN	M_dgmp_c	0.08076	mM		C00362
Michaelis constant	R_FBA3	M_dhap_c	0.2317	mM	R01829	C00111
Michaelis constant	R_G3PDm	M_dhap_c	0.07705	mM		C00111
Michaelis constant	R_FBA	M_dhap_c	0.2319	mM	R01070	C00111
Michaelis constant	R_TPI	M_dhap_c	0.9913	mM	R01015	C00111
Michaelis constant	R_G3PD1ir	M_dhap_c	7.384	mM	R00842	C00111
Michaelis constant	R_dtmpSYN	M_dtmp_c	0.08717	mM		C00364
Michaelis constant	R_TKT2	M_e4p_c	0.2255	mM	R01067	C00279
Michaelis constant	R_FBA3	M_e4p_c	0.08959	mM	R01829	C00279
Michaelis constant	R_TALA	M_e4p_c	0.1069	mM		C00279
Michaelis constant	R_DDPA	M_e4p_c	0.6171	mM	R01826	C00279
Michaelis constant	R_IGPDH	M_eig3p_c	0.2295	mM	R03457	C04666
Michaelis constant	R_IG3PS	M_eig3p_c	0.1474	mM	R04558	C04666
Michaelis constant	R_ergstSYN	M_ergst_c	0.09111	mM		C01694
Michaelis constant	R_ETOHtm	M_etoh_c	26.26	mM	R00754	C00469
Michaelis constant	R_ETOHt	M_etoh_c	0.09475	mM	R00754	C00469
Michaelis constant	R_ALCD2x	M_etoh_c	0.08654	mM	R00754	C00469
Michaelis constant	R_ALCD2y	M_etoh_c	0.08124	mM	R00711	C00469
Michaelis constant	R_EX_etoh_e	M_etoh_e	0.1025	mM	R00197	C00469
Michaelis constant	R_ETOHt	M_etoh_e	0.1055	mM	R00754	C00469
Michaelis constant	R_ETOHtm	M_etoh_m	0.1428	mM	R00754	C00469
Michaelis constant	R_ALCD2m	M_etoh_m	0.0779	mM	R00754	C00469
Michaelis constant	R_TKT2	M_f6p_c	3.781	mM	R01067	C00085
Michaelis constant	R_PGI	M_f6p_c	0.09528	mM		C00085
Michaelis constant	R_FBP	M_f6p_c	0.07359	mM	R00762	C00085
Michaelis constant	R_TALA	M_f6p_c	0.1069	mM		C00085
Michaelis constant	R_PFK	M_f6p_c	0.1595	mM	R00756	C00085
Michaelis constant	R_mannanSYN	M_f6p_c	0.08098	mM		C00085
Michaelis constant	R_FBP	M_fdp_c	0.05935	mM	R00762	C00354
Michaelis constant	R_FBA	M_fdp_c	0.08613	mM	R01070	C00354
Michaelis constant	R_PFK	M_fdp_c	0.16	mM	R00756	C00354
Michaelis constant	R_CYOOm	M_ficytc_m	0.03884	mM	R00081	C00125
Michaelis constant	R_CYOR_u6m	M_ficytc_m	0.1016	mM		C00125
Michaelis constant	R_CYOOm	M_focytc_m	0.06209	mM	R00081	C00126
Michaelis constant	R_CYOR_u6m	M_focytc_m	0.09838	mM		C00126
Michaelis constant	R_FDH	M_for_c	6.29	mM	R00519	C00058
Michaelis constant	R_FTHFL	M_for_c	9.713	mM	R00943	C00058
Michaelis constant	R_zymstSYN	M_for_c	0.1294	mM		C00058
Michaelis constant	R_FUM	M_fum_c	1.048	mM	R01082	C00122
Michaelis constant	R_ampSYN	M_fum_c	0.1447	mM		C00122
Michaelis constant	R_SUCFUMtm	M_fum_c	0.09661	mM		C00122
Michaelis constant	R_aicarSYN	M_fum_c	0.1182	mM		C00122
Michaelis constant	R_ARGSL	M_fum_c	3.245	mM	R01086	C00122
Michaelis constant	R_FUMm	M_fum_m	0.08645	mM	R01082	C00122
Michaelis constant	R_SUCFUMtm	M_fum_m	0.1035	mM		C00122
Michaelis constant	R_SUCD2_u6m	M_fum_m	0.1085	mM		C00122
Michaelis constant	R_GLCP	M_g1p_c	0.07048	mM		C00103
Michaelis constant	R_PGMT	M_g1p_c	0.1	mM		C00103
Michaelis constant	R_GALU	M_g1p_c	0.2827	mM	R00289	C00103
Michaelis constant	R_GAPD	M_g3p_c	0.8838	mM	R01061	C00118
Michaelis constant	R_TKT1	M_g3p_c	4.814	mM	R01641	C00118
Michaelis constant	R_TKT2	M_g3p_c	4.806	mM	R01067	C00118
Michaelis constant	R_TRPS1	M_g3p_c	0.09966	mM		C00118
Michaelis constant	R_FBA	M_g3p_c	0.1782	mM	R01070	C00118
Michaelis constant	R_TALA	M_g3p_c	0.09353	mM		C00118
Michaelis constant	R_TPI	M_g3p_c	0.9918	mM	R01015	C00118
Michaelis constant	R_G6PDH2	M_g6p_c	0.08679	mM		C00668
Michaelis constant	R_PGI	M_g6p_c	0.1049	mM		C00668
Michaelis constant	R_ptd1inoSYN	M_g6p_c	0.08846	mM		C00668
Michaelis constant	R_HEX1	M_g6p_c	0.1119	mM		C00668
Michaelis constant	R_TRE6PS	M_g6p_c	0.08031	mM		C00668
Michaelis constant	R_PGMT	M_g6p_c	0.09997	mM		C00668
Michaelis constant	R_TREH	M_glc_D_c	0.1429	mM		C00031
Michaelis constant	R_HEX1	M_glc_D_c	0.08935	mM		C00031
Michaelis constant	R_GLCt1	M_glc_D_c	0.09588	mM		C00031
Michaelis constant	R_EX_glc_D_e	M_glc_D_e	0.1339	mM	R00197	C00031
Michaelis constant	R_GLCt1	M_glc_D_e	0.1043	mM		C00031
Michaelis constant	R_biomass	M_gln_L_c	0.4974	mM		C00064
Michaelis constant	R_GLNt2m	M_gln_L_c	0.09598	mM		C00064
Michaelis constant	R_IG3PS	M_gln_L_c	0.06784	mM	R04558	C00064
Michaelis constant	R_umpSYN	M_gln_L_c	0.06803	mM		C00064
Michaelis constant	R_CBPS	M_gln_L_c	0.2139	mM	R00575	C00064
Michaelis constant	R_ANS	M_gln_L_c	0.08794	mM	R00986	C00064
Michaelis constant	R_aicarSYN	M_gln_L_c	0.07161	mM		C00064
Michaelis constant	R_gmpSYN	M_gln_L_c	0.4691	mM	R01231	C00064
Michaelis constant	R_ASNS1	M_gln_L_c	1.399	mM	R00578	C00064
Michaelis constant	R_GLNS	M_gln_L_c	0.1212	mM		C00064
Michaelis constant	R_GLNt2m	M_gln_L_m	0.1042	mM		C00064
Michaelis constant	R_GLUSxm	M_gln_L_m	0.1039	mM	R00093	C00064
Michaelis constant	R_G5SD	M_glu5p_c	0.1745	mM	R03313	C03287
Michaelis constant	R_GLU5K	M_glu5p_c	0.253	mM	R00239	C03287
Michaelis constant	R_G5SADr	M_glu5sa_c	0.07716	mM		C01165
Michaelis constant	R_G5SD	M_glu5sa_c	0.05729	mM	R03313	C01165
Michaelis constant	R_biomass	M_glu_L_c	0.4974	mM		C00025
Michaelis constant	R_VALTA	M_glu_L_c	8.806	mM	R01214	C00025
Michaelis constant	R_PHETA1	M_glu_L_c	1.252	mM	R00694	C00025
Michaelis constant	R_ILETA	M_glu_L_c	8.804	mM	R02199	C00025
Michaelis constant	R_SACCD1	M_glu_L_c	0.2265	mM	R02315	C00025
Michaelis constant	R_ALATA_L	M_glu_L_c	7.011	mM	R00258	C00025
Michaelis constant	R_GAAtm	M_glu_L_c	0.1011	mM		C00025
Michaelis constant	R_IG3PS	M_glu_L_c	0.1474	mM	R04558	C00025
Michaelis constant	R_GLUDy	M_glu_L_c	0.06161	mM		C00025
Michaelis constant	R_umpSYN	M_glu_L_c	0.147	mM		C00025
Michaelis constant	R_GLUDxi	M_glu_L_c	0.0652	mM		C00025
Michaelis constant	R_GLUt2m	M_glu_L_c	0.0925	mM		C00025
Michaelis constant	R_CBPS	M_glu_L_c	0.2983	mM	R00575	C00025
Michaelis constant	R_PSERT	M_glu_L_c	1.133	mM	R04173	C00025
Michaelis constant	R_ANS	M_glu_L_c	0.1384	mM	R00986	C00025
Michaelis constant	R_LEUTA	M_glu_L_c	8.787	mM	R01090	C00025
Michaelis constant	R_HSTPT	M_glu_L_c	0.8818	mM	R03243	C00025
Michaelis constant	R_GLU5K	M_glu_L_c	11.75	mM	R00239	C00025
Michaelis constant	R_aicarSYN	M_glu_L_c	0.1396	mM		C00025
Michaelis constant	R_gmpSYN	M_glu_L_c	0.1155	mM	R01231	C00025
Michaelis constant	R_ASPTA	M_glu_L_c	0.09936	mM	R00355	C00025
Michaelis constant	R_ASNS1	M_glu_L_c	0.3732	mM	R00578	C00025
Michaelis constant	R_AATA	M_glu_L_c	0.1004	mM	R01939	C00025
Michaelis constant	R_TYRTA	M_glu_L_c	0.08293	mM	R00734	C00025
Michaelis constant	R_GLNS	M_glu_L_c	0.08253	mM		C00025
Michaelis constant	R_ORNTACim	M_glu_L_m	0.1003	mM		C00025
Michaelis constant	R_ACOTAim	M_glu_L_m	0.3605	mM	R02283	C00025
Michaelis constant	R_GLUDym	M_glu_L_m	0.07051	mM		C00025
Michaelis constant	R_GAAtm	M_glu_L_m	0.09888	mM		C00025
Michaelis constant	R_ASPTAm	M_glu_L_m	0.08593	mM	R00355	C00025
Michaelis constant	R_GLUt2m	M_glu_L_m	0.1081	mM		C00025
Michaelis constant	R_GLUSxm	M_glu_L_m	0.09259	mM	R00093	C00025
Michaelis constant	R_ALATA_Lm	M_glu_L_m	0.082	mM	R00258	C00025
Michaelis constant	R_ICL	M_glx_c	0.06475	mM	R00479	C00048
Michaelis constant	R_GLXtm	M_glx_c	0.09018	mM		C00048
Michaelis constant	R_MALS	M_glx_c	0.2571	mM	R00472	C00048
Michaelis constant	R_GLXtm	M_glx_m	0.1109	mM		C00048
Michaelis constant	R_AGTm	M_glx_m	0.0384	mM	R00369	C00048
Michaelis constant	R_biomass	M_gly_c	0.4974	mM		C00037
Michaelis constant	R_GHMT2r	M_gly_c	0.5484	mM	R00945	C00037
Michaelis constant	R_THRA	M_gly_c	0.3069	mM	R00751	C00037
Michaelis constant	R_aicarSYN	M_gly_c	0.08462	mM		C00037
Michaelis constant	R_GLYt2m	M_gly_c	0.1109	mM		C00037
Michaelis constant	R_AGTm	M_gly_m	0.2604	mM	R00369	C00037
Michaelis constant	R_GLYt2m	M_gly_m	0.09021	mM		C00037
Michaelis constant	R_G3PDm	M_glyc3p_c	0.1298	mM		C00093
Michaelis constant	R_paSYN	M_glyc3p_c	0.1149	mM		C00093
Michaelis constant	R_GLYK	M_glyc3p_c	12.35	mM	R00847	C00093
Michaelis constant	R_G3PD1ir	M_glyc3p_c	45.11	mM	R00842	C00093
Michaelis constant	R_G3PT	M_glyc3p_c	0.08234	mM	R00841	C00093
Michaelis constant	R_GLYCt	M_glyc_c	0.1129	mM		C00116
Michaelis constant	R_GLYK	M_glyc_c	0.2421	mM	R00847	C00116
Michaelis constant	R_G3PT	M_glyc_c	0.1214	mM	R00841	C00116
Michaelis constant	R_GLYCt	M_glyc_e	0.08855	mM		C00116
Michaelis constant	R_EX_glyc_e	M_glyc_e	0.1615	mM	R00197	C00116
Michaelis constant	R_biomass	M_glycogen_c	0.4974	mM		C00182
Michaelis constant	R_GLCP	M_glycogen_c	0.1419	mM		C00182
Michaelis constant	R_GLCS2	M_glycogen_c	0.1476	mM		C00182
Michaelis constant	R_biomass	M_gmp_c	0.4974	mM		C00144
Michaelis constant	R_dgmpSYN	M_gmp_c	0.1238	mM		C00144
Michaelis constant	R_gmpSYN	M_gmp_c	0.0113	mM	R01231	C00144
Michaelis constant	R_H2St	M_h2s_c	0.108	mM		C00283
Michaelis constant	R_SULR	M_h2s_c	0.07591	mM		C00283
Michaelis constant	R_AHSERL2	M_h2s_c	0.8978	mM	R01287	C00283
Michaelis constant	R_H2St	M_h2s_e	0.09259	mM		C00283
Michaelis constant	R_EX_h2s_e	M_h2s_e	0.1535	mM	R00197	C00283
Michaelis constant	R_dtmpSYN	M_h_c	0.1316	mM		C00080
Michaelis constant	R_ADSK	M_h_c	0.0597	mM	R00509	C00080
Michaelis constant	R_ALDD2x	M_h_c	0.1827	mM		C00080
Michaelis constant	R_ALDD2y	M_h_c	0.4813	mM	R00711	C00080
Michaelis constant	R_SUCCt2r	M_h_c	0.09623	mM		C00080
Michaelis constant	R_biomass	M_h_c	0.02011	mM		C00080
Michaelis constant	R_PRPPS	M_h_c	0.1232	mM		C00080
Michaelis constant	R_GAPD	M_h_c	0.07576	mM	R01061	C00080
Michaelis constant	R_IPMD	M_h_c	0.0876	mM	R04426	C00080
Michaelis constant	R_ASADi	M_h_c	0.2175	mM	R02291	C00080
Michaelis constant	R_PGCD	M_h_c	0.009761	mM	R01513	C00080
Michaelis constant	R_G6PDH2	M_h_c	0.1152	mM		C00080
Michaelis constant	R_OCBTi	M_h_c	0.1235	mM		C00080
Michaelis constant	R_peSYN	M_h_c	0.1001	mM		C00080
Michaelis constant	R_HSDyi	M_h_c	0.5734	mM	R01775	C00080
Michaelis constant	R_OMCDC	M_h_c	0.1003	mM	R01652	C00080
Michaelis constant	R_NADK	M_h_c	0.2902	mM	R00104	C00080
Michaelis constant	R_SADT	M_h_c	0.09001	mM	R00529	C00080
Michaelis constant	R_OAAt2m	M_h_c	0.09867	mM		C00080
Michaelis constant	R_PFK_3	M_h_c	0.09614	mM	R01843	C00080
Michaelis constant	R_ampSYN	M_h_c	0.2093	mM		C00080
Michaelis constant	R_IGPS	M_h_c	0.2266	mM	R03508	C00080
Michaelis constant	R_P5CR	M_h_c	0.196	mM		C00080
Michaelis constant	R_IPPS	M_h_c	0.2727	mM	R01213	C00080
Michaelis constant	R_dgmpSYN	M_h_c	0.1238	mM		C00080
Michaelis constant	R_CSc	M_h_c	2.171	mM	R00351	C00080
Michaelis constant	R_PGL	M_h_c	0.07814	mM	R02035	C00080
Michaelis constant	R_eleak	M_h_c	0.1463	mM		C00080
Michaelis constant	R_PC	M_h_c	0.2946	mM	R00344	C00080
Michaelis constant	R_SACCD1	M_h_c	0.2265	mM	R02315	C00080
Michaelis constant	R_ATPM	M_h_c	0.1551	mM		C00080
Michaelis constant	R_pcSYN	M_h_c	0.1792	mM		C00080
Michaelis constant	R_PAPSR	M_h_c	0.1397	mM		C00080
Michaelis constant	R_cmpSYN	M_h_c	0.1787	mM		C00080
Michaelis constant	R_13GS	M_h_c	0.1094	mM	R03118	C00080
Michaelis constant	R_HCITS	M_h_c	0.0975	mM	R00271	C00080
Michaelis constant	R_SHKK	M_h_c	0.1977	mM	R02412	C00080
Michaelis constant	R_SHK3D	M_h_c	0.2775	mM	R02413	C00080
Michaelis constant	R_triglycSYN	M_h_c	0.1147	mM		C00080
Michaelis constant	R_IG3PS	M_h_c	0.1474	mM	R04558	C00080
Michaelis constant	R_GLUDy	M_h_c	0.1623	mM		C00080
Michaelis constant	R_HCO3E	M_h_c	0.136	mM		C00080
Michaelis constant	R_PYRt2m	M_h_c	0.1067	mM		C00080
Michaelis constant	R_HISTD	M_h_c	0.09127	mM	R01158	C00080
Michaelis constant	R_ALCD2x	M_h_c	0.1155	mM	R00754	C00080
Michaelis constant	R_G5SADr	M_h_c	0.1296	mM		C00080
Michaelis constant	R_umpSYN	M_h_c	0.147	mM		C00080
Michaelis constant	R_GLUDxi	M_h_c	0.1534	mM		C00080
Michaelis constant	R_GLUt2m	M_h_c	0.0925	mM		C00080
Michaelis constant	R_CBPS	M_h_c	0.89	mM	R00575	C00080
Michaelis constant	R_PYRDC	M_h_c	0.05417	mM	R00224	C00080
Michaelis constant	R_ALCD2y	M_h_c	0.1231	mM	R00711	C00080
Michaelis constant	R_paSYN	M_h_c	0.1149	mM		C00080
Michaelis constant	R_G5SD	M_h_c	0.1745	mM	R03313	C00080
Michaelis constant	R_GLYK	M_h_c	0.1312	mM	R00847	C00080
Michaelis constant	R_ANS	M_h_c	0.1384	mM	R00986	C00080
Michaelis constant	R_NADHK	M_h_c	0.1146	mM	R00105	C00080
Michaelis constant	R_h_exportc	M_h_c	0.1465	mM	R00197	C00080
Michaelis constant	R_HEX1	M_h_c	0.1119	mM		C00080
Michaelis constant	R_PPNDH	M_h_c	0.1055	mM	R01373	C00080
Michaelis constant	R_PFK	M_h_c	0.148	mM	R00756	C00080
Michaelis constant	R_dampSYN	M_h_c	0.1238	mM		C00080
Michaelis constant	R_ergstSYN	M_h_c	0.1098	mM		C00080
Michaelis constant	R_NADH2_u6cm	M_h_c	0.11	mM		C00080
Michaelis constant	R_TREt2	M_h_c	0.09531	mM		C00080
Michaelis constant	R_AASAD1	M_h_c	0.1002	mM		C00080
Michaelis constant	R_HSK	M_h_c	0.2037	mM	R01771	C00080
Michaelis constant	R_GLCS2	M_h_c	0.1476	mM		C00080
Michaelis constant	R_MTHFR3	M_h_c	0.1716	mM	R01224	C00080
Michaelis constant	R_aicarSYN	M_h_c	0.1182	mM		C00080
Michaelis constant	R_ARGSSr	M_h_c	0.1695	mM	R01954	C00080
Michaelis constant	R_gmpSYN	M_h_c	0.1155	mM	R01231	C00080
Michaelis constant	R_MTHFD	M_h_c	0.1141	mM		C00080
Michaelis constant	R_G3PD1ir	M_h_c	1.894	mM	R00842	C00080
Michaelis constant	R_ASNS1	M_h_c	0.3732	mM	R00578	C00080
Michaelis constant	R_TRE6PS	M_h_c	0.1245	mM		C00080
Michaelis constant	R_MALS	M_h_c	0.1769	mM	R00472	C00080
Michaelis constant	R_MDH	M_h_c	0.2599	mM	R00342	C00080
Michaelis constant	R_PYK	M_h_c	0.1909	mM	R00200	C00080
Michaelis constant	R_PIt2m	M_h_c	0.09489	mM		C00080
Michaelis constant	R_PPA	M_h_c	0.1528	mM		C00080
Michaelis constant	R_PIt2r	M_h_c	0.1019	mM		C00080
Michaelis constant	R_dcmpSYN	M_h_c	0.1238	mM		C00080
Michaelis constant	R_SACCD2	M_h_c	0.4477	mM	R00715	C00080
Michaelis constant	R_GLNS	M_h_c	0.1212	mM		C00080
Michaelis constant	R_zymstSYN	M_h_c	0.07728	mM		C00080
Michaelis constant	R_PRATPP	M_h_c	0.1596	mM	R04035	C00080
Michaelis constant	R_SULR	M_h_c	0.1317	mM		C00080
Michaelis constant	R_GALU	M_h_c	0.1596	mM	R00289	C00080
Michaelis constant	R_AHSERL2	M_h_c	0.1829	mM	R01287	C00080
Michaelis constant	R_SUCCt2r	M_h_e	0.1039	mM		C00080
Michaelis constant	R_ATPS	M_h_e	0.1506	mM		C00080
Michaelis constant	R_EX_h_e	M_h_e	0.1394	mM	R00197	C00080
Michaelis constant	R_TREt2	M_h_e	0.1049	mM		C00080
Michaelis constant	R_PIt2r	M_h_e	0.09813	mM		C00080
Michaelis constant	R_PPAm	M_h_m	0.1463	mM		C00080
Michaelis constant	R_OAAt2m	M_h_m	0.1013	mM		C00080
Michaelis constant	R_CYOOm	M_h_m	0.2575	mM	R00081	C00080
Michaelis constant	R_ATPS3m	M_h_m	0.07756	mM		C00080
Michaelis constant	R_NADHKm	M_h_m	0.1238	mM	R00105	C00080
Michaelis constant	R_ACHBSm	M_h_m	0.1242	mM	R08648	C00080
Michaelis constant	R_eleakm	M_h_m	0.1467	mM		C00080
Michaelis constant	R_GLUDym	M_h_m	0.1418	mM		C00080
Michaelis constant	R_OXAGm	M_h_m	0.1004	mM		C00080
Michaelis constant	R_HCO3Em	M_h_m	0.13	mM		C00080
Michaelis constant	R_PYRt2m	M_h_m	0.0937	mM		C00080
Michaelis constant	R_CSm	M_h_m	0.1138	mM		C00080
Michaelis constant	R_GLUt2m	M_h_m	0.1081	mM		C00080
Michaelis constant	R_GLUSxm	M_h_m	0.1039	mM	R00093	C00080
Michaelis constant	R_CYOR_u6m	M_h_m	0.1008	mM		C00080
Michaelis constant	R_ALCD2m	M_h_m	0.1284	mM	R00754	C00080
Michaelis constant	R_h_exportm	M_h_m	0.1662	mM	R00197	C00080
Michaelis constant	R_AGPRim	M_h_m	0.1002	mM	R03443	C00080
Michaelis constant	R_NADKm	M_h_m	0.1239	mM	R00104	C00080
Michaelis constant	R_HICITDm	M_h_m	0.1234	mM		C00080
Michaelis constant	R_ALDD2xm	M_h_m	0.1981	mM		C00080
Michaelis constant	R_ACLSm	M_h_m	0.1203	mM	R00006	C00080
Michaelis constant	R_ACOAHm	M_h_m	0.1706	mM	R00227	C00080
Michaelis constant	R_ALDD2ym	M_h_m	0.198	mM	R00711	C00080
Michaelis constant	R_KARA1im	M_h_m	0.1245	mM		C00080
Michaelis constant	R_MDHm	M_h_m	0.1116	mM	R00342	C00080
Michaelis constant	R_PIt2m	M_h_m	0.1054	mM		C00080
Michaelis constant	R_NADH2_u6m	M_h_m	0.1176	mM		C00080
Michaelis constant	R_KARA2im	M_h_m	0.1242	mM		C00080
Michaelis constant	R_HCITS	M_hcit_c	0.0975	mM	R00271	C01251
Michaelis constant	R_HCITtm	M_hcit_c	0.1006	mM		C01251
Michaelis constant	R_HCITtm	M_hcit_m	0.09942	mM		C01251
Michaelis constant	R_MCITDm	M_hcit_m	0.1006	mM	R03444	C01251
Michaelis constant	R_PC	M_hco3_c	5.368	mM	R00344	C00288
Michaelis constant	R_HCO3E	M_hco3_c	0.136	mM		C00288
